bot_a,bot_b,match_ok,bot_a_bankroll,bot_b_bankroll,winner,log_path,notes
IIT2024037/python_bot,test/python_bot,True,758,-758,IIT2024037/python_bot,/Users/ajaykathar/Documents/projects/PokerBots-IIITA/tournament_results/logs/finals/gamelog_IIT2024037_python_bot_vs_test_python_bot.txt,
